,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
965,267458.0,575180,2008-03-04,2.0,,3.0,2008-06-27 00:00:00,115,0,SQL Server developer,Otra Área,,"Basicamente es un cliente en USA (confidencial) que esta buscando 2 programadores que trabajen de forma remota, por lo que esta posibilidad esta abierta a cualquier persona en la Republica Mexicana. \r\n \r\nDatos Generales\r\nDuración: Proyecto programado inicialmente para un año, pero con posibilidades de extenderse.\r\nSueldo: Depende de la experiencia y habilidades de la persona. \r\nIngles: El manejo del ingles no solo de conversación sino tecnico es indispensable.\r\nCompromiso y responsabilidad para realizar las actividades estipuladas en el proyecto desde casa.\r\n",Jornada Completa,,,Licenciatura,Indiferente,"Responsible for applying database design principles and SQL programming skills towards the development and maintenance of the company's databases and their functional objects. \n\nPrimary duties are database design, stored procedure development, ad-hoc query development, data analysis and query performance tuning, as well as the database maintenance.\n\nROLE\n -- Administration of existing enterprise databases and the analysis, design, and creation of new databases\n -- Data modeling, database optimization, understanding and implementation of schemas, and the ability to interpret and write complex SQL queries\n -- Proactively monitor systems for optimum performance and capacity constraints\n -- Establish standards and best practices for SQL queries\n -- Design, development and database maintenance\n -- SQL development for n-tier applications. \n -- Participate in defect tracking and resolution\n -- Assess new databases to determine security, back-up and recovery strategy needs. Implement database back-up and recovery strategies and provides database security support (database roles and profiles).\n -- Design, code and execute automated test scripts. \n -- Prepare reports and documentation updates.\n\nREQUIREMENTS\n -- Bachelor€™s degree in Computer Science or equivalent experience.\n -- Three to Five (3-5) years large-scale computer related experience preferred.\n -- Strong SQL skills are required, writing well-formed SQL queries, and programming background is a plus.\n -- Strong skills designing & implementing stored procedures, and triggers\n -- Relational data modeling experience; multi-dimensional data modeling a plus\n -- Experience with HP hardware and SAN storage devices a plus\n -- Experience in the area of Data Warehousing preferred.  \n -- Experience with network integration with TCP/IP, SQL Net, and/or ODBC preferred. \n -- Strong communication skills and ability to work in a team environment. \n -- Knowledge of MS Office products\n",,Desactivo,Gratuito,,,,Matched (3),0,1,0,0,[966]
966,267464.0,575180,2008-03-04,2.0,,3.0,2008-06-27 00:00:00,115,0,SQL Server developer,Otra Área,,"Basicamente es un cliente en USA (confidencial) que esta buscando 2 programadores que trabajen de forma remota, por lo que esta posibilidad esta abierta a cualquier persona en la Republica Mexicana. \r\n \r\nDatos Generales\r\nDuración: Proyecto programado inicialmente para un año, pero con posibilidades de extenderse.\r\nSueldo: Depende de la experiencia y habilidades de la persona. \r\nIngles: El manejo del ingles no solo de conversación sino tecnico es indispensable.\r\nCompromiso y responsabilidad para realizar las actividades estipuladas en el proyecto desde casa.\r\n",Jornada Completa,,,Licenciatura,Indiferente,"Responsible for applying database design principles and SQL programming skills towards the development and maintenance of the company's databases and their functional objects. \n\nPrimary duties are database design, stored procedure development, ad-hoc query development, data analysis and query performance tuning, as well as the database maintenance.\n\nROLE\n -- Administration of existing enterprise databases and the analysis, design, and creation of new databases\n -- Data modeling, database optimization, understanding and implementation of schemas, and the ability to interpret and write complex SQL queries\n -- Proactively monitor systems for optimum performance and capacity constraints\n -- Establish standards and best practices for SQL queries\n -- Design, development and database maintenance\n -- SQL development for n-tier applications. \n -- Participate in defect tracking and resolution\n -- Assess new databases to determine security, back-up and recovery strategy needs. Implement database back-up and recovery strategies and provides database security support (database roles and profiles).\n -- Design, code and execute automated test scripts. \n -- Prepare reports and documentation updates.\n\nREQUIREMENTS\n -- Bachelor€™s degree in Computer Science or equivalent experience.\n -- Three to Five (3-5) years large-scale computer related experience preferred.\n -- Strong SQL skills are required, writing well-formed SQL queries, and programming background is a plus.\n -- Strong skills designing & implementing stored procedures, and triggers\n -- Relational data modeling experience; multi-dimensional data modeling a plus\n -- Experience with HP hardware and SAN storage devices a plus\n -- Experience in the area of Data Warehousing preferred.  \n -- Experience with network integration with TCP/IP, SQL Net, and/or ODBC preferred. \n -- Strong communication skills and ability to work in a team environment. \n -- Knowledge of MS Office products",,Desactivo,Gratuito,,,,Matched (3),0,1,0,0,[965]
967,267825.0,575388,2008-05-02,2.0,,1.0,2008-06-27 00:00:00,56,0,DISEÑADOR(A) GRÃ?FICO (A) INTERNET,Otra Área,,,Jornada Completa,,,Licenciatura,Indiferente,"Somos una de las mejores Agencias Interactivas en México. Trabajamos con empresas como Coca-Cola Company, Aeropuertos de Sureste, FEMSA, Nafinsa, Tec Milenio, Peñoles, Wings, y muchas más. Aquí el trabajo es divertido y la actitud es diferente: nos gusta hacer bien las cosas. Hemos sido reconocidos internacionalmente y vamos con todo por más. \n\nSi eres una de las personas cansada de las empresas que hacen mas o menos las cosas, y tienes ganas de ser mejor cada día, Ingenia Group es la empresa donde debes trabajar. Para nosotros lo más importante es hacer muy bien las cosas. Buscamos gente apasionada por el diseño y por los detalles.  Buscamos gente con mentalidad de primer mundo, gente que quiera destacar, gente que no se limita por un €œEstá muy difícil€?, buscamos gente que quiera crecer con una empresa flexible, ordenada y totalmente orientada a obtener grandes resultados. \n\nSi tu diseño es creativo y elegante, y tu te consideras talentoso(a), únete al despacho que trabaja con un enfoque diferente, y logra con ello que sus clientes estén totalmente satisfechos.\n\nExperiencia deseable: \n\nConocimientos en diseño de paginas de internet y animaciones Multimedia. Es muy importante que tenga un gran estilo de diseño. Enfoque en Diseño centrado en el Usuario. \n\nProgramas: \nDreamweaver, Flash, Fireworks, Freehand, Adobe Photoshop, etc.\n\nSueldo: \n$12,500 brutos; Prestaciones de LEY, Curso de Inglés o Francés gratuito en el Angloamericano; más bonos por cada proyecto en que el cliente este 100% satisfecho; 2 semanas de vacaciones al año y con aumento a 3 semanas por buen desempeño. ¡No trabajamos los Viernes en la tarde!\n\nIndicaciones: \n1.	Visita nuestro portal ingeniagroup.com\n2.	Enviar a empleos@ingeniagroup.com:\na.	Tu curriculum \nb.	Un mensaje de por que crees que eres el candidato idóneo para Ingenia Group. \nc.	Links o attachments (si es posible) con una breve descripción de tus mejores proyectos.\n\n",,Desactivo,Gratuito,,,,Matched (3),0,0,1,0,"[956, 958, 976, 983, 985]"
973,268574.0,575670,2008-05-02,2.0,,0.0,2008-06-27 00:00:00,56,0,BECARIO DE SISTEMAS,Otra Área,,"ZONA DE TRABAJO SANTA FE\r\nHORARIO FLEXIBLE\r\nABIERTO A CARRERAS A FIN\r\nEMPRESA AMERICANA ""BEST BUY""\r\n",Jornada Completa,,,Licenciatura,Indiferente,"REQUISITOS:\nSEXO: INDISTINTO\nEDAD: 19 A 26 AÑOS\nEDO.CIVIL: INDISTINTO\nESCOLARIDAD: SISTEMAS O INFORMATICA \nINGLES: 80% AVANZADO INDISPENSABLE \nINDISPENSABLE VIVA O ESTUDIE EN LA ZONA DE SANTA FE, HUIXQUILUCAN O ZONAS\nCERCANAS\n\nHORARIO DE TRABAJO DE 8.30 A 15.00  CON FELXIBILIDAD\nAPOYO AL AREA DE SISTEMAS\nSUELDO COMPETITIVO\nDESARROLLO PROFESIONAL\nPUEDE CONTAR COMO PRACTICA PROFESIONAL\nBUEN AMBIENTE LABORAL\nNO SE REQUIERE EXPERIENCIA\n",,Desactivo,Gratuito,,,,Matched (3),0,0,0,1,[975]
975,268578.0,575670,2008-04-24,1.0,,0.0,2008-06-27 00:00:00,64,0,BECARIO DE CAPACITACION Y DESARROLLO ,Otra Área,,"ZONA DE TRABAJO SANTA FE\r\nABIERTO A CARRERAS INTERESADAS\r\nEMPRESA AMERICANA ""BEST BUY""\r\nHORARIO FLEXIBLE",Jornada Completa,,,Licenciatura,Indiferente,"REQUISITOS:\nSEXO: INDISTINTO\nEDAD: 19 A 26 AÑOS\nEDO.CIVIL: INDISTINTO\nESCOLARIDAD: LICENCIATURA EN ADMINISTRACION, PSICOLOGIA, COMUNICACIÓN, CONTABILIDAD \nINGLES: 80% AVANZADO INDISPENSABLE \nINDISPENSABLE VIVA O ESTUDIE EN LA ZONA DE SANTA FE, HUIXQUILUCAN O ZONAS\nCERCANAS\n\nHORARIO DE TRABAJO DE 8.30 A 15.00  CON FELXIBILIDAD\nAPOYO AL AREA DE RECURSOS HUMANOS \nSUELDO COMPETITIVO\nDESARROLLO PROFESIONAL\nPUEDE CONTAR COMO PRACTICA PROFESIONAL\nBUEN AMBIENTE LABORAL\nNO SE REQUIERE EXPERIENCIA\n",,Desactivo,Gratuito,,,,Matched (3),0,0,0,1,[973]
976,268960.0,575901,2008-01-07,1.0,,0.0,2008-06-27 00:00:00,172,0,Minipepiniere Datamaster Sales & Finance,Otra Área,,,Jornada Completa,,,Licenciatura,Indiferente,"El puesto de Minipepiniere en Bonafont - Danone, consiste en un programa para desarrollar a la gente que, una vez terminada su carrera, ocupará un puesto en la empresa. \nPara ocupar un puesto de Minipepiniere, es necesario estar estudiando actualmente. \nLas actividades del Minipepiniere DM, son las siguientes: \nResponsable de la base de datos de clientes de canal ""Up to Trade"" a nivel nacional. \nApoyo en altas y modificaciones de precios en la empresa. \nApoyo en nuevos proyectos.",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[956, 958, 967, 983, 985]"
980,269618.0,576298,2008-01-08,4.0,,0.0,2008-06-27 00:00:00,171,0,System Service Representative Networks,Otra Área,,FAVOR DE PONER EL NOMBRE DE LA VACANTE COMO ASUNTO EN EL CORREO,Jornada Completa,,,Licenciatura,Indiferente,"*Education\nTechnical Degree\n*Key Skills\nCCNA training\nTCP/IP problem determination\nNetworking and communications\nPreventive and corrective maintenance\n*Experience Required\n2 years servicing networking products\n*Principal Responsibilities, etc.\nTo performe preventive and corrective maintenace for networking products, and\nremote support as well.\n\n",,Desactivo,Gratuito,,,,Matched (3),0,1,0,0,[981]
981,269620.0,576298,2008-01-08,1.0,,0.0,2008-06-27 00:00:00,171,0,System service representative 2,Otra Área,,FAVOR DE PONER EL NOMBRE DE LA VACANTE COMO ASUNTO EN EL CORREO,Jornada Completa,,,Licenciatura,Indiferente,"Educación: Grado técnico\nCompensación: $7,000 a 10,000 pesos mensuales\n*Key Skills\nCCNA training\nTCP/IP problem determination\nNetworking and communications\nPreventive and corrective maintenance\n*Experience Required\n2 years servicing networking products\n*Principal Responsibilities, etc.\nTo perform preventive and corrective maintenace for networking products, and remote support as well.\nInglés: Técnico",,Desactivo,Gratuito,,,,Matched (3),0,1,0,0,[980]
983,269860.0,576464,2008-02-11,1.0,,2.0,2008-06-27 00:00:00,137,0,Becario en Mercadotecnia,Otra Área,,,Jornada Completa,,,Licenciatura,Indiferente,"Ejecutar los proyectos de Mercadotecnia en la empresa #1 de servicios inmobiliarios, Century 21 Covarrubias",,Desactivo,Gratuito,,,,Matched (3),1,0,0,0,"[956, 958, 967, 976, 985]"
985,270108.0,576724,2008-04-17,1.0,,2.0,2008-06-27 00:00:00,71,0,Webmaster,Otra Área,,,Jornada Completa,,,Licenciatura,Indiferente,"Importante empresa solicita WEB MASTER\n\nRequisitos: \nSexo indistinto\nEdad de 23 A 30 años.\nTITULADO de Ingeniería en Sistemas o Licenciado en Sistemas \nExperiencia mínima de 2 AÑOS desarrollando proyectos de inicio a fin.\nInglés avanzado INDISPENSABLE\nMANEJE: Javascript, Actionscript, PHP, ASP,JSP, ASP.NET, HTML, XML, C++, AJAX,\nSQL SERVER, HTTP y HTTPS, MySQL, Visual Basic, FTP, Illustrator, Flash,\nPhotoshop, Dreamweaver, Office\nMULTIPLATAFORMA LINUX Y WINDOWS, Administración de servidores (Linux y Windows)\nlocales y remotos.\nDISPONIBILIDAD INMEDIATA Y DE TIEMPO COMPLETO.",,Desactivo,Gratuito,,,,Matched (3),0,1,0,0,"[956, 958, 967, 976, 983]"
989,273129.0,4870,2008-08-04,3.0,0.0,1.0,2008-08-26 00:00:00,22,0,Ejecutivo Servicio al Cliente Part  Time,Telecomunicaciones,Aeronaves / Astilleros,"Importante empresa de telecomunicaciones requiere contratar a los mejores Ejecutivos de Servicio al Cliente. 
Sus principales funciones son: 
Atención y resolución de solicitudes complejas de clientes cara a cara en lo relativo a los productos y servicios prestados por la empresa. 
Procurar que el primer contacto del cliente con la empresa sea cordial y personalizado, de acuerdo al protocolo de atención definido.
Horarios:
Lunes a Viernes desde las 12.00 a las 16.30",Part Time,,Santiago,Técnico profesional superior,Indiferente,"Habilidad para transmitir conocimientos específicos. 
Facilidad para relaciones interpersonales, empatía y extroversión.
Habilidad para trabajar en equipo. 
Actitud de servicio y orientación al cliente. 
Tolerancia a la presión y adaptación al cambio. 
Capacidad para trabajar en forma autónoma y alto nivel de concentración.",[Turismo  / Administración en Turismo] - ,Desactivo,Pagado,Nivel usuario avanzado,,150000.0,Matched (3),1,0,0,0,"[45, 176, 233, 347, 385, 391, 400, 407, 429, 592, 622, 1119, 1120, 1121, 1122, 1123, 1124, 1125, 1126, 1127, 1128, 1129, 1132, 1133, 1134, 1135, 1136, 1137, 1166, 1192, 1193, 1195, 1219, 1276, 1277, 1278, 1283, 1290, 1294, 1391, 1434, 1654, 2123, 2519, 2520, 2527, 3014, 3015, 3016, 3119]"
990,273193.0,577021,2008-05-28,1.0,0.0,1.0,2008-08-26 00:00:00,90,0,INGENIERO INFORMÁTICO,Operaciones,Energía / Electricidad / Electrónica,"Importante Empresa del Ruburo Informático requiere integrar a su equipo de trabajo a Ingeniero Ejecución Informático titulado de INACAP y/o DUOC. El cargo esta orientado a dar Soporte al usuario y Control de Activos.
  Responsabilidades asociadas al cargo: 
  1.Realizar soporte a usuarios en forma rápida y efectiva. El soporte esta orientado a todos los problemas o incidentes que no pueden ser resueltos en forma telefónica (por la empresa externa HP).
  2.Realizar el control de activos; Claridad del equipamiento y stock para responder ante necesidades y urgencias que surjan en la empresa.",Jornada Completa,,Santiago,Universitaria,Indiferente,"-Experiencia de 1 año en soporte a Usuarios, en empresas o consultoras. 
  -Manejo de Sofware Microsoft (idealmente Office 2007)
  -Manejo de Active Directory
  -Manejo de Windows
  -Manejo acabo en Office
  
  Deseable;
  -Idealmente Conocimientos de Sharepoint y Office Comunicator 
  -Idealmente Conocimientos básicos de ITIL o fundamentos de ITIL
  -Deseable conocimientos en Office Comunicator y Sharepoint.",,Desactivo,Gratuito,Nivel profesional,,100000.0,Matched (3),1,0,1,0,"[944, 1036, 1037]"
992,273346.0,46536,2008-05-29,1.0,0.0,,2008-08-27 00:00:00,90,0,Auditor de Gestión de Operaciones,Operaciones,Energía / Electricidad / Electrónica,"Importante Industria de Consumo Masivo requiere Auditor de Gestión de Operaciones para integrarse a su área de Operaciones. Dentro de las principales funciones se encuentran:

- Auditar flujos de información y físicos de materiales entre bodegas y producción.(traspasos insumos y materiales empaque).
- Auditar los consumos reales de materias primas y materiales de empaque versus los consumos teóricos.
- Generar información relativa a las desviaciones entre proceso real y teórico.
- Generar información relativa a los niveles de inventario en producción. .",Jornada Completa,,Planta La Reina,Técnico medio/ colegio técnico,Indiferente,"- Estudios de Técnico de nivel superior en control de procesos / Técnico en control de gestión o similar.
- Con conocimientos de administración de plantas industriales.
- Manejo de PC nivel usuario.
- Conocimientos a nivel usuario de ERP.",[Técnico / Tecnólogo / Técnico Superior] - ,Desactivo,Pagado,Nivel usuario,,370000.0,Matched (3),1,0,0,0,"[993, 1069, 1076, 1100, 1143, 1201, 1231, 1274]"
