,avisoid,empresaid,avisofechapublicacion,avisovacante,mostrarsueldo,avisoexperiencia,expiracion,dias,avisorepublicacion,avisocargo,areanombre,actividadempresanombre,avisocuerpo,disponibilidadnombre,avisoduracioncont,avisolugartrabajo,gradoescolarnombre,situacionestudios,avisorequisitos,carreras,estado,endpagado_o_gratuito,nivelnombre,carreras_array,sueldoestimado,_merge,bucket1,bucket2,bucket3,bucket4,similars
391,526115.0,614594,2010-01-24,1.0,0.0,0.0,2010-01-31 00:00:00,7,0,TECNICOS UNIVERSITARIOS ESTUDIANTES MEDIO TIEMPO,Recursos Humanos,Defensa,"TECNICOS! ! ! ESTUDIANTES,PASANTES (CUALQUIER CARRERA) RESPONSABLES ACTIVOS Y DE CARÁCTER AMABLE APOYE ACTIVIDADES ADMINISTRATIVAS MEDIO TIEMPO EN EL DEPARTAMENTO DE  RECURSOS HUMANOS  DE LUNES A VIERNES  3 TURNOS ELEGIR  GANANDO DE $1,800.00 A $2,300.00 SEMANALES 
¿Qué ofrecemos?
-Horario flexible (8-1;12-5;3-8)
- Trabaja sin descuidar tus estudios
- Estabilidad 
- Desarrollo profesional 
- Crecimiento
Requisitos
- Minimo carrera técnica ó Licenciatura (estudiante, pasante o trunco)
- Sexo indistinto
- UNICAMENTE DE 17 A 35 AÑOS
IMPORTANTE
- Carácter amable
- Persona sociable, sepa trabajar en equipo.
- Buena presentación.
INTERESADOS ENVIAR CURRICULUM A personalrh_contratacion@hotmail.com DIRIGIDO A SRITA. LAURA MEDINA 
",Media Jornada,un año,df,Técnico,Indiferente,MEDIO TIEMPO DISPONIBILIDAD INMEDIATA,,Desactivo,Pagado,Nivel usuario,,8000.0,Matched (3),0,0,0,1,"[202, 474, 552, 660, 802]"
392,526117.0,11067,2010-01-24,10.0,0.0,0.0,2010-01-31 00:00:00,7,0,vendedores,Comercial,Administración Pública,"¿Desea trabajar desde casa? 
¿Desea aumentar su ingreso a tiempo parcial manteniendo su ocupación actual? 
¿Desea construir un negocio y lograr independencia financiera para su familia?
Compañía Americana en crecimiento,
busca personas, varios perfiles, 
potencial altos ingresos, 
Capacitación.

www.buscoempresarios.com
",Comisionista,indefinido,bogota colombia,Secundaria,Indiferente,"¿Desea trabajar desde casa? 
¿Desea aumentar su ingreso a tiempo parcial manteniendo su ocupación actual? 
¿Desea construir un negocio y lograr independencia financiera para su familia?
Compañía Americana en crecimiento,
busca personas, varios perfiles, 
potencial altos ingresos, 
Capacitación.

www.buscoempresarios.com
",,Desactivo,Pagado,Ninguno,,499000.0,Matched (3),0,2,0,0,"[294, 578]"
395,526285.0,20780,2010-08-23,4.0,0.0,1.0,2010-10-22 00:00:00,60,3,Psicólogo Freelance IQUIQUE,Reclutamiento y Selección,Agua / Obras Sanitarias,"Prestigiosa Consultora de Recursos Humanos con importante Red Nacional, requiere Psicólogos Free Lance para realizar evaluaciones de personal en la cuidad de IQUIQUE. Los interesados deben poseer experiencia comprobable en Entrevistas por Competencias, lugar físico para realizar entrevistas y disponibilidad para trabajar dentro de los plazos de tiempos definidos. 
Interesados enviar currículum actualizado en formato Word, certificado de título escaneado, informe de competencias realizado y fotos de oficina a evaluacion@altodesarrollo.cl indicando en el asunto del mail, la ciudad a la cual postula IQUIQUE y valores por evaluación.


",Part Time,Por definir,Iquique,Universitaria,Graduado,"- Conocimientos computacionales : a nivel usuario
- Poseer conocimientos en entrevistas por competencias.",[Psicología Laboral] - ,Desactivo,Pagado,Ninguno,,20000.0,Matched (3),1,0,0,0,"[12, 306, 308, 501, 2032, 2033, 2037, 2038, 2039, 2040, 2042, 2044, 2045, 2047, 2048, 3701, 3702, 3705, 3708]"
398,526423.0,622921,2010-01-25,3.0,0.0,2.0,2010-04-25 00:00:00,90,0,Técnico de Soporte Informático,Informática,Defensa,"

Actualize, multinacional Española líder en soluciones de asistencia y mantenimiento de sistemas informáticos por control remoto, necesita incorporar a su nueva delegación de Santiago de Chile a técnicos informáticos con experiencia en asistencia informática a usuarios, facilidad de comunicación y capacidad para trabajar en equipo.


",Jornada Completa,Indefinido,Santiago de Chile,Técnico medio/ colegio técnico,Graduado,"- Formación Técnica
- 2 años de experiencia mínima en soporte a usuarios y resolución de incidencias informáticas por teléfono o control remoto.
- Conocimientos de XP/Vista/Windows 2003 en tareas de soporte, monitorización y administración.
- Experiencia en soporte de software antivirus y firewall personal.
- Experiencia en soporte de Microsoft Outlook e Internet Explorer.
- Experiencia en soporte ofimático a usuarios (Word, Excell, Acces, Power Point)
- Experiencia en instalación y configuración de conexiones corporativas a Internet . 
- Conocimientos de tecnología y soporte Apple.",,Desactivo,Pagado,Nivel técnico,,0.0,Matched (3),0,2,0,0,[3676]
401,526656.0,579655,2010-01-25,10.0,0.0,1.0,2010-02-24 00:00:00,30,0, Prospectador,Ventas,Aeronaves / Astilleros,Experiencia: No necesaria,Jornada Completa,indefinido,"Cuernavaca, Morelos",Licenciatura,Graduado,"Sexo: Indistinto
Edad: 21 a 32 años
Horario: Domingo a lunes de 9:00  a 17:00 Hrs.
Sueldo: $3,000.00 + comisiones
Conocimientos: Básicos de internet, manejo de copiadora y buena ortografía.
Habilidades: Facilidad de palabra, dinamismo, extroversión, buena presentación
Experiencia: No necesaria

Las interesadas favor de entregar CV de 9:00 a 11:00 hrs. al Lic. Juan Pedro Fernández Martínez, Coordinador en Prospección, en la empresa ubicada en La Cascada Galerías  Av. Plan de Ayala N.1759 Local B19 Y 20 Col. Jacarandas Cuernavaca, Morelos.
",,Desactivo,Gratuito,Nivel técnico,,10.0,Matched (3),1,0,0,0,"[901, 1203, 1205, 1206, 1814]"
410,527341.0,119,2010-01-26,1.0,0.0,1.0,2010-04-26 00:00:00,90,0,Asesor Comercial Seguros RM,Seguros,Arquitectura / Diseño / Decoración,"Compañía de Seguros Cardif, líder en Bancaseguros requiere contratar Asesor Comercial.

Será Responsable de asegurar las metas de venta asignadas para los productos de la Compañía que se comercializan a través de los distintos canales de venta en la tienda del socio (importante empresa de Retail), así como brindar información oportuna  y atención eficiente a los vendedores de la tienda..

Excelente oportunidad de incorporarse a una compañía líder en el mercado de Bancaseguros.",Jornada Completa,Indefinido,Santiago,Técnico medio/ colegio técnico,Indiferente,"- Experiencia en ventas.
- Excelente capacidad de manejo y resolución de conflictos.
- Liderazgo motivador, persuasivo y direccional.
- Capacidad de alinear equipos en razón de los resultados de venta.
- Capacidad de cumplir metas bajo presión.
- Excelente manejo de relaciones interpersonales.
- Disponibilidad para trabajar en horario de mall- supermercado",,Desactivo,Pagado,Nivel usuario,,350000.0,Matched (3),1,0,0,0,"[1332, 1333]"
411,527387.0,598505,2010-01-26,1.0,0.0,1.0,2010-04-26 00:00:00,90,0,Administrativo/a en Recursos Humanos,Recursos Humanos,Agropecuaria ,"Distribuidora Rabié, Empresa Líder en el abastecimiento al comercio en Chile,, requiere incorporar en Chillán a un/a administrativo de Recursos Humanos, para desempeñar funciones de apoyo administrativo en dicho departamento de Rabie. 
Se requieren personas con estudios técnicos en administración, técnico en Recursos Humanos o Ingeniería en ejecución en Recursos Humanos.  Además, debe poseer experiencia previa en cargos similares en dicho departamento (Excluyente) y residencia en la ciudad de Chillán.",Jornada Completa,indefinido,Chillán,Técnico profesional superior,Graduado,"- Título técnico en administración o Recursos Humanos.
- Experiencia comprobable en el desempeño de labores administrativas.
- Manejo en Excel usuario-Avanzado",,Desactivo,Pagado,Nivel usuario avanzado,,250000.0,Matched (3),1,0,0,0,[214]
415,527432.0,46633,2010-01-26,1.0,0.0,3.0,2010-04-26 00:00:00,90,0,Subgerente Informática,Operaciones,Biotecnologia,"Se busca persona a cargo del área de informática, debe preocuparse de ejercer las acciones necesarias a fin de asegurar la operatividad de los sistemas y plataforma computacional de los sistemas de la compañía de seguros con la finalidad de posibilitar la continuidad del negocio.
Participa en el diseño lógico de sistemas, desarrolla diseño físico de sistema, provee y asigna proyectos al grupo de trabajo.
Es un área que da soporte de sistemas a toda la compañía.",Jornada Completa,Indefinido,Santiago,Universitaria,Graduado,"- Visión de negocio
- Capaz de tomar decisiones
- Experiencia en proyectos que tengan relación con áreas de cliente y plataformas
- Experiencia en soporte orientado a los clientes
- Habilidad de manejo de equipos de personas
- Capacidad de trabajo bajo presión
- Buenas relaciones interpersonales",[Ingeniería Civil en Informática / Computación] - ,Desactivo,Pagado,Ninguno,,2500000.0,Matched (3),1,0,0,0,[343]
418,527478.0,2284,2010-01-26,1.0,0.0,2.0,2010-04-26 00:00:00,90,0,CONTADOR AUDITOR ESPECIALSITA EN INVERSIONES FINACIERAS,Contabilidad,Agropecuaria ,"Nuestro cliente, importante organización relacionada con las Fuerzas Armadas requiere a un profesional para asumir el cargo de:

CONTADOR AUDITOR
ESPECIALSITA EN INVERSIONES FINACIERAS
(Cod 9452)

Entre sus principales  funciones será responsable de llevar a cabo la elaboración de resúmenes y movimientos diarios. Deberá realizar las contabilizaciones de las operaciones de cada día, coordinando las gestiones Tesorería y Caja para el correcto control de los saldos contables de las diferentes cajas. Además, deberá apoyar las labores administrativas de Departamento.

La búsqueda se orienta a Contadores Auditores  con al menos 2 años de experiencia en cargos relacionados con análisis contables-financieros, contabilizaciones y/ o valoraciones de instrumentos financieros.

Tendrá que demostrar capacidad analítica, organización y compromiso con la ejecución de sus labores, además de excelentes relaciones interpersonales. 


Se ofrece la posibilidad de incorporarse a una de las más importantes organizaciones de Fuerzas Armadas.

Invitamos a los interesados que cumplan los requisitos señalados a postular en línea en el sitio www.tmf-group.cl , o enviar su CV y pretensiones de renta exclusivamente a seleccion.personal@tmf-group.com haciendo referencia al código 9452. Los antecedentes serán analizados en forma confidencial. 
",Jornada Completa,Indefinido,Santiago,Universitaria,Graduado,"La persona que ocupe el cargo tendrá que demostrar capacidad para dar respuestas rápidas y efectivas frente a situaciones imprevistas.
Se requiere de sólidos conocimientos contables de normativas IFRS y un nivel avanzado de manejo de herramientas de Office.",[Contador Auditor] - ,Desactivo,Pagado,Nivel usuario,,800000.0,Matched (3),1,0,0,0,"[443, 508, 509, 567]"
421,527589.0,599336,2010-01-27,2.0,1.0,0.0,2010-02-25 00:00:00,29,0,asistente ejecutiva(o),Otra Área,Agropecuaria ,"Oportunidad de integrarse a prestigiosa empresa multinacional.
Horarios flexibles, capacitaciones gratuitas. 
posibilidad de trabajar desde casa.
Altos ingresos.
Solicite entrevista a info@servimundo.com",Part Time,indefinido,stgo.,Técnico profesional superior,Indiferente,Personas serias y proactivas,[Asistente Ejecutivo] - ,Desactivo,Gratuito,Nivel usuario,,600000.0,Matched (3),0,1,0,0,"[163, 256, 258, 275, 349, 430, 1645, 1757, 1758, 1858, 2883, 2884, 2897, 2989, 3029, 3038, 3201, 3202, 3217]"
424,527742.0,2284,2010-01-27,1.0,0.0,2.0,2010-02-26 00:00:00,30,0,Técnico Comercial,Comercial,Seguros / Previsión,"Nuestro cliente, empresa dedicada a  la fabricación y comercialización de materiales de construcción,  requiere a un profesional para desempeñar el cargo:

Técnico Comercial
(Cod 9451)

Entre sus principales  funciones  se espera que pueda  expandir el mercado de la compañía, captando nuevos clientes, conociendo sus necesidades e inquietudes y mantenerlos informados acerca de las mejoras en los productos y servicios.


La persona que ocupe el cargo deberá  tener disponibilidad para viajar continuamente y poseer idealmente un  nivel de Ingles  intermedio. Tendrá que demostrar capacidad analítica, organización y compromiso con la ejecución de sus labores, además de excelentes relaciones interpersonales. 

Se ofrece la posibilidad de incorporarse a una organización líder en su rubro.

Invitamos a los interesados que cumplan los requisitos señalados a postular en línea en el sitio www.tmf-group.cl , o enviar su CV y pretensiones de renta exclusivamente a seleccion.personal@tmf-group.com haciendo referencia al código 9451. Los antecedentes serán analizados en forma confidencial
",Jornada Completa,Indefinido,Santiago,Universitaria,Graduado,"La búsqueda se orienta a Ingenieros en Construcción, Constructores Civiles y/o Arquitectos, con al menos 3 años de experiencia en productos industriales,  idealmente  del rubro construcción y/o inmobiliario. ",[Construcción Civil] - ,Desactivo,Pagado,Ninguno,,1000000.0,Matched (3),1,0,0,0,"[374, 476, 511]"
427,528128.0,8017,2010-01-27,1.0,0.0,3.0,2010-04-27 00:00:00,90,0,Asistente Social / Encargado de Bienestar,Recursos Humanos,Química,Importante empresa de la V región se encuentra en la busqueda de profesional Universitario titulado  para el área de bienestar y Asistencia Social.,Jornada Completa,Indefinido,La Calera,Universitaria,Graduado,"Conocimientos en Isapres, Cajas de Compensación, Seguros de vida, Salud y Legislación Laboral
Experiencia en el establecimiento y mantención  de convenios y  beneficios para el personal
Experiencia en organizar actividades extraprogramaticas y manejo de comunicación interna.
Residencia en la V Región",[Trabajo Social / Servicio Social] - ,Desactivo,Pagado,Nivel usuario,,400000.0,Matched (3),1,0,0,0,"[151, 4141]"
428,528142.0,2284,2010-01-27,1.0,0.0,3.0,2010-04-27 00:00:00,90,0,Supervisor Eléctrico,Electricidad,Banca / Financiera ,"Nuestro cliente, líder en su rubro, requiere contratar:



SUPERVISOR ELECTRICISTA



El cargo tiene como responsabilidad la ejecución de servicios de Operación , Mantención  y Construcción  de Iluminación Pública, obedeciendo las normas técnicas de seguridad, en atención a las solicitudes del cliente. Deberá Supervisar los trabajos en terreno.

Los candidatos deberán ser Ingenieros o Técnicos Eléctricos con experiencia en la ejecución de proyectos públicos, con conocimientos de Normas reguladoras (NR 10), Sistemas Eléctricos de Potencia, Rescate en altura y Operación en Canasto Aéreo.

Deseable Licencia de Conducir; categoría A2-A4-B

Requisitos personales indispensables son: alta capacidad de análisis, organización y planificación, autonomía, liderazgo, iniciativa, orientación a resultados, capacidad de trabajo bajo presión y un excelente nivel de relaciones interpersonales.

Invitamos a los interesados que cumplan los requisitos señalados a postular en línea en el sitio www.tmf-group.cl , o enviar su CV y pretensiones de renta exclusivamente a seleccion.personal@tmf-group.com haciendo referencia al código 9450. Los antecedentes serán analizados en forma confidencial. 
",Jornada Completa,Indefenido,Santiago,Técnico medio/ colegio técnico,Graduado,Tener experiencia en redes elétricas urbanas o en alumbrado público.,[Ingeniería Civil Eléctrica / Ingeniería Eléctrica ] - ,Desactivo,Pagado,Ninguno,,6000000.0,Matched (3),1,0,1,0,[1846]
430,528217.0,46806,2010-01-28,2.0,1.0,1.0,2010-02-26 00:00:00,29,0,Contador general,Otra Área,Metalmecánica,"Oportunidad de integrarse a prestigiosa empresa multinacional.
Horarios flexibles, capacitaciones gratuitas. 
posibilidad de trabajar desde casa.
Altos ingresos.
Solicite entrevista a info@servimundo.com",Part Time,indefinido,stgo.,Técnico profesional superior,Graduado,personas proactivas,[Contador General / Contabilidad] - ,Desactivo,Gratuito,Nivel usuario,,700000.0,Matched (3),0,1,0,0,"[163, 256, 258, 275, 349, 421, 1645, 1757, 1758, 1858, 2883, 2884, 2897, 2989, 3029, 3038, 3201, 3202, 3217]"
435,528328.0,601304,2010-01-28,1.0,0.0,1.0,2010-04-28 00:00:00,90,0,PROGRAMADOR RUTA,Logística,Petroleo / Gas / Combustibles,"Importante empresa de Consumo Masivo requiere PROGRAMADOR DE RUTA.
Entre sus principales funciones se encuentra:
- Planificar diariamente las rutas de entrega de la preventa de la zona central a través de roadnet.
- Programar eficientemente la carga de cada reparto con programas como fleet loader
- Mantener actualizado el sistema con retroalimentación diaria del stock de productos, cambios de accesos y rutas.
- Comparar entre stock físico de productos y las pre-ventas de cada día. 
- Programar y controlar los retiros de envaces. 
- ",Por Turnos,Indefinido,Santiago,Técnico medio/ colegio técnico,Graduado,"Deseable estudios en área relacionadas con programación, sistemas o  similar.
Trayectoria en cargos similares o relacionados con el área de programación. 
Conocimiento de programas computacionales",[Programación] - ,Desactivo,Pagado,Ninguno,,700000.0,Matched (3),1,0,0,0,"[436, 437, 632, 740, 741, 1724, 2661, 2953]"
436,528330.0,601304,2010-01-28,1.0,0.0,1.0,2010-04-28 00:00:00,90,0,PROGRAMADOR RUTA,Logística,Petroleo / Gas / Combustibles,"Importante empresa de Consumo Masivo requiere PROGRAMADOR DE RUTA.
Entre sus principales funciones se encuentra:
- Planificar diariamente las rutas de entrega de la preventa de la zona central a través de roadnet.
- Programar eficientemente la carga de cada reparto con programas como fleet loader
- Mantener actualizado el sistema con retroalimentación diaria del stock de productos, cambios de accesos y rutas.
- Comparar entre stock físico de productos y las pre-ventas de cada día. 
- Programar y controlar los retiros de envaces. 
- ",Por Turnos,Indefinido,Quilicura,Técnico medio/ colegio técnico,Graduado,"Estudios en área relacionadas con programación, sistemas o  similar.
Deseable trayectoria en área de programación y planificación de rutas
Conocimiento de programas computacionales",,Desactivo,Pagado,Ninguno,,700000.0,Matched (3),1,0,0,0,"[435, 437, 632, 740, 741, 1724, 2661, 2953]"
